room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island
1,140,1,0,0.0,1,365,False,False,True,False,False
1,80,1,1,0.02,1,0,False,False,True,False,False
2,115,2,2,0.05,1,0,False,True,False,False,False
1,60,1,93,1.34,3,358,False,False,True,False,False
2,175,2,25,0.36,1,273,False,False,True,False,False
2,125,2,240,3.53,2,242,False,True,False,False,False
2,185,1,80,1.16,1,0,False,False,True,False,False
1,56,5,80,1.16,2,298,False,False,False,True,False
1,64,1,336,4.83,1,133,False,True,False,False,False
2,300,2,10,0.15,1,214,False,True,False,False,False
1,37,5,54,0.78,5,353,False,True,False,False,False
2,193,3,164,2.39,2,256,False,True,False,False,False
1,53,3,35,0.72,1,113,False,True,False,False,False
2,161,2,8,0.18,1,0,False,False,True,False,False
2,99,7,3,0.04,1,0,False,False,True,False,False
2,92,2,0,0.0,1,0,False,False,True,False,False
1,81,1,36,0.53,1,0,False,True,False,False,False
1,65,7,9,0.14,2,332,False,False,True,False,False
1,70,3,3,0.04,1,188,False,True,False,False,False
2,170,3,61,0.9,1,190,False,True,False,False,False
2,175,2,53,0.79,2,0,False,False,True,False,False
1,41,3,7,0.11,1,0,False,True,False,False,False
2,149,4,35,0.52,1,16,False,False,True,False,False
1,87,3,85,1.35,2,38,False,True,False,False,False
2,300,5,0,0.0,1,0,False,False,True,False,False
1,85,2,0,0.0,1,0,False,True,False,False,False
2,150,1,0,0.0,1,0,False,False,True,False,False
2,300,5,14,0.22,1,188,False,True,False,False,False
2,139,5,27,0.48,1,0,False,False,True,False,False
1,90,3,12,0.18,3,0,False,False,True,False,False
1,118,5,51,0.76,1,201,False,False,True,False,False
2,295,2,0,0.0,1,0,False,False,True,False,False
2,125,1,319,8.52,1,357,False,True,False,False,False
2,122,7,122,1.91,2,364,False,True,False,False,False
2,280,3,21,0.34,1,98,False,False,True,False,False
2,215,4,130,1.92,2,270,False,False,True,False,False
1,130,1,1,0.03,2,0,False,False,True,False,False
2,201,2,8,0.12,1,177,False,True,False,False,False
1,119,2,23,0.34,1,311,False,True,False,False,False
2,103,2,29,0.86,1,55,False,False,True,False,False
1,72,2,166,2.49,1,78,False,True,False,False,False
2,169,5,9,0.13,1,0,False,False,True,False,False
2,240,3,60,0.91,1,348,False,False,True,False,False
2,180,2,29,0.63,1,45,False,True,False,False,False
2,150,7,108,1.72,2,359,False,True,False,False,False
2,120,5,4,0.07,1,0,False,False,True,False,False
2,95,3,134,2.0,1,281,False,True,False,False,False
2,150,5,29,0.43,1,260,False,False,True,False,False
1,95,3,97,1.45,1,11,False,False,True,False,False
1,90,1,61,1.04,1,316,False,False,True,False,False
1,175,5,0,0.0,1,359,False,True,False,False,False
2,225,3,10,0.15,1,0,False,False,True,False,False
2,240,5,6,0.1,1,0,False,False,True,False,False
2,150,4,43,0.68,1,188,False,False,True,False,False
1,44,3,79,1.15,1,191,False,False,True,False,False
2,299,4,38,0.56,1,3,False,False,True,False,False
2,120,1,93,1.51,1,0,False,True,False,False,False
1,88,1,220,3.53,2,100,False,True,False,False,False
2,139,5,0,0.0,1,0,False,False,True,False,False
2,200,2,2,0.05,1,0,False,False,True,False,False
2,100,2,19,0.28,1,0,False,False,True,False,False
2,209,2,7,0.1,1,265,False,False,True,False,False
2,240,3,14,0.21,1,199,False,True,False,False,False
2,90,7,8,0.35,2,301,False,True,False,False,False
1,73,2,97,1.44,3,359,False,False,False,True,False
1,90,6,4,0.07,1,0,False,False,True,False,False
2,200,2,6,0.09,1,20,False,False,True,False,False
2,145,1,0,0.0,1,0,False,False,True,False,False
2,199,2,240,3.49,1,152,False,False,True,False,False
2,150,1,0,0.0,1,0,False,True,False,False,False
1,85,3,134,1.96,1,108,False,False,True,False,False
2,195,4,31,0.46,1,78,False,False,True,False,False
2,173,5,143,2.13,1,144,False,False,True,False,False
1,85,3,92,1.57,1,123,False,True,False,False,False
2,120,3,207,3.04,1,237,False,True,False,False,False
2,225,3,1,0.05,1,0,False,False,True,False,False
2,175,2,111,2.4,2,108,False,True,False,False,False
1,130,2,128,1.88,1,294,False,False,True,False,False
1,38,5,72,1.11,5,349,False,True,False,False,False
1,53,1,38,0.55,1,312,False,True,False,False,False
1,125,4,108,1.69,1,285,False,False,True,False,False
2,245,1,0,0.0,1,0,False,False,True,False,False
2,150,9,0,0.0,1,0,False,True,False,False,False
1,32,5,85,1.25,5,155,False,True,False,False,False
2,160,3,158,2.33,1,188,False,False,True,False,False
2,175,1,0,0.0,1,0,False,True,False,False,False
1,40,7,0,0.0,1,331,False,True,False,False,False
1,58,1,236,3.45,3,350,False,True,False,False,False
2,149,2,20,0.31,1,355,False,True,False,False,False
2,200,3,35,0.55,1,0,False,False,True,False,False
2,100,4,10,0.24,1,0,False,True,False,False,False
1,50,2,6,0.12,1,0,False,True,False,False,False
2,97,5,44,1.5,1,66,False,True,False,False,False
1,84,2,143,2.13,1,311,False,False,True,False,False
2,275,4,19,0.28,2,205,False,True,False,False,False
2,99,2,249,3.63,1,172,False,False,True,False,False
2,70,5,2,0.06,1,26,False,True,False,False,False
2,145,3,266,4.49,1,224,False,True,False,False,False
1,200,2,0,0.0,1,365,False,True,False,False,False
1,59,1,238,3.46,3,320,False,True,False,False,False
1,70,3,30,0.6,1,364,False,True,False,False,False
2,249,4,26,0.62,1,281,False,False,True,False,False
2,70,4,26,0.39,1,81,False,True,False,False,False
1,45,5,70,2.23,4,250,False,False,False,True,False
1,75,1,202,3.19,1,0,False,False,True,False,False
1,70,6,1,0.04,2,0,False,True,False,False,False
2,159,1,15,0.22,2,194,False,True,False,False,False
1,55,1,227,3.31,3,341,False,True,False,False,False
1,228,1,2,0.22,2,365,False,False,True,False,False
1,67,5,17,0.25,5,308,False,True,False,False,False
1,119,3,1,0.01,1,0,False,False,True,False,False
2,189,1,7,0.13,1,0,False,False,True,False,False
2,83,7,2,0.03,1,0,False,True,False,False,False
2,120,1,2,0.03,1,0,False,True,False,False,False
2,140,2,322,4.71,1,258,False,False,True,False,False
1,45,4,7,2.26,1,32,False,False,True,False,False
1,90,3,7,0.11,1,310,False,False,True,False,False
1,79,1,108,2.68,3,313,False,False,False,True,False
1,100,3,15,0.22,1,0,False,True,False,False,False
2,225,2,0,0.0,1,17,False,False,True,False,False
1,66,5,95,1.39,2,301,False,False,False,True,False
2,140,3,123,1.8,3,244,False,True,False,False,False
1,98,4,245,3.61,1,247,False,True,False,False,False
2,140,3,156,2.36,2,230,False,True,False,False,False
2,195,2,71,1.04,1,222,False,False,True,False,False
1,60,1,245,3.6,3,336,False,False,True,False,False
2,150,5,11,0.16,1,0,False,True,False,False,False
2,130,4,17,0.25,1,347,False,False,False,True,False
1,75,3,1,0.02,1,0,False,True,False,False,False
2,248,3,57,0.9,1,344,False,True,False,False,False
2,250,8,79,1.16,1,78,False,True,False,False,False
1,80,1,1,0.02,1,0,False,False,True,False,False
2,140,5,17,0.25,2,2,False,False,True,False,False
2,120,3,5,0.26,1,0,False,True,False,False,False
0,45,3,229,3.36,2,312,False,False,True,False,False
1,100,1,1,0.02,2,44,False,True,False,False,False
2,175,2,52,1.26,1,264,False,True,False,False,False
2,130,1,16,0.38,2,0,False,True,False,False,False
2,175,3,9,0.13,1,0,False,False,True,False,False
1,40,1,0,0.0,1,0,False,False,True,False,False
1,85,4,29,0.42,1,13,False,False,True,False,False
1,105,4,10,0.2,1,0,False,False,True,False,False
1,80,10,5,0.07,1,0,False,True,False,False,False
2,150,7,37,0.6,1,39,False,True,False,False,False
2,195,5,1,0.02,1,0,True,False,False,False,False
2,249,2,230,3.39,2,166,False,False,True,False,False
2,140,7,1,0.03,1,0,False,True,False,False,False
2,180,2,72,3.12,1,290,False,True,False,False,False
1,90,3,1,0.02,3,177,False,False,True,False,False
2,120,3,84,1.26,1,16,True,False,False,False,False
2,85,2,97,1.43,1,230,False,False,False,True,False
2,174,3,177,2.62,3,165,False,False,True,False,False
2,295,1,261,3.82,1,245,False,False,True,False,False
2,180,3,77,1.35,1,254,False,False,False,True,False
2,172,1,18,0.27,1,0,False,False,True,False,False
2,130,5,36,0.53,1,224,False,True,False,False,False
1,52,7,19,0.28,8,324,False,False,True,False,False
2,220,1,2,0.03,1,0,False,True,False,False,False
1,85,2,36,0.53,1,288,False,False,True,False,False
2,249,3,76,1.13,1,40,False,True,False,False,False
2,119,6,7,0.25,1,0,False,True,False,False,False
2,49,7,0,0.0,3,0,False,True,False,False,False
1,90,4,57,2.67,1,74,False,False,True,False,False
2,200,4,4,0.06,1,0,False,False,True,False,False
2,97,3,177,2.64,1,272,False,True,False,False,False
2,151,5,39,0.58,2,0,False,True,False,False,False
2,200,5,0,0.0,1,0,False,False,True,False,False
2,200,3,41,0.6,1,0,False,False,True,False,False
2,82,5,2,0.03,1,0,False,False,False,True,False
2,130,1,87,1.42,1,5,False,False,True,False,False
1,69,2,12,0.18,1,6,False,True,False,False,False
2,150,1,89,1.32,1,148,False,False,False,True,False
2,150,4,0,0.0,1,0,False,False,True,False,False
2,150,2,221,3.3,1,215,False,False,True,False,False
2,100,3,2,0.03,1,0,False,False,True,False,False
2,195,4,30,0.45,1,4,False,False,True,False,False
2,251,5,26,0.43,1,14,False,False,True,False,False
2,200,1,1,0.02,1,320,False,True,False,False,False
2,100,6,5,0.07,1,0,False,True,False,False,False
2,250,2,88,1.31,1,223,False,True,False,False,False
2,80,3,225,3.49,2,250,False,True,False,False,False
2,220,2,85,1.27,1,305,False,False,True,False,False
1,102,2,6,0.13,4,0,False,False,True,False,False
2,120,5,8,0.12,1,0,False,False,True,False,False
2,170,2,7,0.11,1,312,False,False,True,False,False
2,235,1,0,0.0,1,0,False,False,True,False,False
2,149,1,1,0.03,1,0,False,False,True,False,False
2,180,3,6,0.13,1,0,False,True,False,False,False
1,89,1,25,0.43,1,78,False,True,False,False,False
2,199,2,31,0.52,2,220,False,True,False,False,False
1,72,5,62,1.05,6,140,False,True,False,False,False
2,80,7,6,0.12,1,3,False,True,False,False,False
1,99,3,160,2.36,1,133,False,False,True,False,False
1,150,1,157,2.49,1,365,False,False,True,False,False
1,106,2,191,2.81,1,291,False,False,True,False,False
1,150,2,7,0.12,1,0,False,False,True,False,False
1,100,3,15,0.24,1,358,False,True,False,False,False
2,189,3,9,0.87,1,0,False,False,True,False,False
2,120,1,73,1.07,1,49,False,False,True,False,False
1,100,4,3,0.05,2,0,False,True,False,False,False
1,100,1,1,0.01,1,0,False,False,True,False,False
2,300,1,0,0.0,1,0,False,False,True,False,False
1,33,5,84,1.25,5,295,False,True,False,False,False
2,175,1,0,0.0,1,0,False,True,False,False,False
2,142,1,214,3.17,1,242,False,False,True,False,False
2,135,3,38,0.62,1,243,False,False,False,True,False
2,135,3,164,2.45,1,325,False,True,False,False,False
2,80,5,19,0.28,1,0,False,True,False,False,False
1,80,3,38,0.59,1,344,False,False,True,False,False
1,87,2,272,4.02,3,133,False,False,True,False,False
2,275,2,2,0.03,1,0,False,False,True,False,False
2,150,2,43,0.64,1,285,False,True,False,False,False
1,50,5,3,0.16,1,0,False,True,False,False,False
1,79,3,176,2.63,1,37,False,True,False,False,False
1,45,3,49,0.77,3,307,False,False,False,True,False
2,120,2,5,0.07,1,0,False,False,True,False,False
2,145,3,1,0.01,1,0,False,False,True,False,False
2,175,3,136,2.0,1,171,False,False,True,False,False
2,137,7,6,0.11,1,0,False,False,True,False,False
1,86,4,37,0.97,1,22,False,False,True,False,False
2,90,3,0,0.0,1,0,False,True,False,False,False
2,150,1,0,0.0,1,0,False,False,True,False,False
2,250,5,7,0.32,1,314,False,False,True,False,False
2,105,4,2,0.03,1,0,False,True,False,False,False
2,130,2,15,0.41,1,0,False,True,False,False,False
1,90,3,97,2.39,3,332,False,False,True,False,False
2,150,3,154,2.27,1,218,False,True,False,False,False
2,150,4,42,0.62,2,0,False,True,False,False,False
2,225,3,127,1.89,3,157,False,False,True,False,False
2,150,1,3,0.04,1,0,False,True,False,False,False
1,120,1,12,0.19,2,206,False,False,True,False,False
1,53,2,143,2.13,1,263,True,False,False,False,False
0,175,1,7,0.1,1,0,False,True,False,False,False
2,150,1,5,0.08,1,0,False,False,True,False,False
2,162,2,18,0.26,1,247,False,False,True,False,False
1,95,4,9,0.13,1,0,False,False,True,False,False
1,55,2,19,0.79,2,0,False,False,True,False,False
2,117,5,221,3.27,2,163,False,False,True,False,False
2,175,2,4,0.12,1,0,False,False,True,False,False
2,189,5,220,3.25,2,271,False,False,True,False,False
2,150,2,7,0.18,1,0,False,False,True,False,False
1,45,2,36,0.57,2,188,False,False,True,False,False
2,190,2,237,3.7,1,266,False,True,False,False,False
2,130,5,9,0.13,1,0,False,True,False,False,False
1,79,1,13,0.49,2,315,False,True,False,False,False
2,150,5,68,1.07,1,202,False,True,False,False,False
2,100,2,100,1.49,1,280,False,True,False,False,False
2,115,1,78,1.81,1,93,False,False,True,False,False
2,300,2,17,0.55,2,169,False,False,True,False,False
2,159,7,0,0.0,1,0,False,False,True,False,False
2,250,1,0,0.0,1,0,False,False,True,False,False
2,200,4,20,0.3,1,279,False,True,False,False,False
2,250,3,16,0.24,1,0,False,False,True,False,False
2,120,6,4,0.06,1,0,False,False,True,False,False
1,105,1,31,0.46,2,365,False,False,True,False,False
2,100,3,1,0.05,1,0,False,False,False,True,False
2,175,4,0,0.0,1,0,False,False,True,False,False
2,120,5,0,0.0,1,0,False,False,True,False,False
1,85,2,7,0.11,1,207,False,True,False,False,False
2,149,3,19,0.56,2,291,False,False,False,True,False
1,72,3,26,0.41,2,307,False,False,False,True,False
2,300,3,0,0.0,1,0,False,False,True,False,False
2,115,7,57,0.89,1,125,False,False,True,False,False
2,325,3,82,1.37,2,359,False,False,False,True,False
1,32,1,111,1.7,5,208,False,True,False,False,False
1,100,3,11,0.16,1,0,False,False,True,False,False
2,150,4,12,0.2,1,0,False,False,True,False,False
2,95,4,72,1.1,1,11,False,False,True,False,False
2,290,1,114,1.71,1,157,False,False,True,False,False
1,30,1,67,0.99,5,150,False,True,False,False,False
2,75,4,1,0.01,1,0,False,True,False,False,False
2,140,5,25,0.37,1,13,False,False,True,False,False
2,100,1,2,0.03,2,0,False,False,False,True,False
2,125,3,1,0.03,1,0,False,True,False,False,False
2,250,4,11,0.17,1,0,False,True,False,False,False
1,50,2,2,0.5,1,35,False,True,False,False,False
2,100,2,11,0.16,1,0,False,False,True,False,False
2,250,4,0,0.0,1,0,False,True,False,False,False
1,79,1,89,1.39,3,310,False,True,False,False,False
2,100,7,0,0.0,1,0,False,False,True,False,False
1,52,2,203,3.13,1,323,False,True,False,False,False
1,98,4,67,1.09,3,102,False,False,True,False,False
2,120,2,3,0.04,1,0,False,True,False,False,False
1,50,1,1,0.04,1,0,False,False,False,True,False
1,45,7,0,0.0,1,0,False,True,False,False,False
2,250,1,0,0.0,1,0,False,False,True,False,False
1,57,2,199,2.98,1,265,False,True,False,False,False
2,120,2,4,0.06,1,42,False,True,False,False,False
2,125,5,54,0.9,2,274,False,False,True,False,False
2,145,3,58,0.97,1,0,False,False,True,False,False
2,150,1,0,0.0,1,0,False,False,True,False,False
2,164,1,200,3.37,2,208,False,True,False,False,False
2,210,1,215,3.2,2,224,False,True,False,False,False
1,115,7,1,0.02,2,0,False,False,True,False,False
2,199,5,8,0.12,1,9,False,False,True,False,False
2,272,5,4,0.08,1,0,False,False,True,False,False
1,75,7,7,0.12,3,328,False,False,True,False,False
1,179,1,1,0.01,1,0,False,False,True,False,False
2,106,7,3,0.09,1,4,False,False,True,False,False
1,100,2,0,0.0,1,0,False,False,True,False,False
1,60,2,226,3.42,2,164,False,True,False,False,False
2,120,7,3,0.04,1,0,False,False,True,False,False
2,80,1,1,0.02,1,0,True,False,False,False,False
1,35,7,0,0.0,1,0,False,False,False,True,False
2,88,2,14,0.21,1,16,False,True,False,False,False
1,50,1,0,0.0,1,0,False,False,False,True,False
1,45,4,19,0.31,8,42,False,False,True,False,False
2,75,3,2,0.08,1,0,False,False,True,False,False
1,79,2,2,0.06,2,0,False,False,True,False,False
1,45,1,17,0.55,1,354,False,True,False,False,False
1,85,10,0,0.0,1,0,False,True,False,False,False
1,80,3,130,2.0,3,220,False,True,False,False,False
2,110,3,3,0.05,1,0,False,True,False,False,False
2,199,2,177,2.85,2,112,False,False,True,False,False
1,94,2,129,2.22,1,188,False,True,False,False,False
1,60,7,5,0.14,1,3,False,True,False,False,False
2,175,2,31,0.46,1,33,False,False,True,False,False
2,200,5,0,0.0,1,0,False,True,False,False,False
1,100,5,2,0.06,1,0,False,False,True,False,False
2,50,3,9,0.13,1,0,False,True,False,False,False
2,175,3,0,0.0,1,0,False,False,True,False,False
1,54,4,4,0.06,1,0,False,True,False,False,False
2,130,4,8,0.12,1,0,False,True,False,False,False
2,151,2,43,0.65,1,220,False,True,False,False,False
2,80,1,1,0.02,1,0,False,False,True,False,False
2,110,8,5,0.07,1,333,False,False,True,False,False
2,60,3,14,0.21,1,0,False,True,False,False,False
2,110,10,58,0.92,1,282,False,True,False,False,False
1,73,2,19,0.28,1,0,False,True,False,False,False
2,177,3,209,3.11,2,237,False,True,False,False,False
2,190,1,2,0.04,1,0,False,False,True,False,False
2,105,5,1,0.02,1,0,False,True,False,False,False
1,65,4,26,0.85,2,7,True,False,False,False,False
1,35,1,2,0.03,1,0,False,True,False,False,False
2,185,2,10,0.2,1,0,False,True,False,False,False
1,100,1,0,0.0,1,220,False,True,False,False,False
1,128,1,16,0.75,1,0,False,False,True,False,False
2,169,3,2,0.03,1,0,False,False,True,False,False
1,109,7,130,3.38,1,78,False,False,True,False,False
2,99,4,74,1.93,1,261,False,True,False,False,False
2,130,5,0,0.0,1,0,False,False,False,True,False
2,239,4,52,0.82,1,84,False,False,True,False,False
2,124,4,52,0.8,1,147,False,True,False,False,False
1,69,1,64,0.96,3,362,False,True,False,False,False
2,180,2,0,0.0,1,0,False,True,False,False,False
2,225,2,28,0.55,1,0,False,True,False,False,False
2,119,2,3,0.04,1,0,False,False,True,False,False
2,220,7,55,1.12,1,13,False,False,True,False,False
2,150,4,6,0.1,2,0,False,True,False,False,False
1,75,1,0,0.0,1,188,False,True,False,False,False
1,51,3,19,0.32,4,0,False,True,False,False,False
2,150,9,9,0.13,1,0,False,False,True,False,False
1,91,1,9,0.14,1,0,False,True,False,False,False
2,100,4,45,1.01,1,190,False,True,False,False,False
1,60,1,275,4.64,2,329,False,False,False,True,False
2,255,2,8,0.12,1,0,False,False,True,False,False
2,94,7,27,0.4,1,0,False,False,False,True,False
2,179,2,21,0.31,1,0,False,False,True,False,False
2,135,4,105,1.56,1,267,False,False,True,False,False
1,50,5,77,1.14,1,33,False,True,False,False,False
1,150,3,10,0.16,1,42,False,False,True,False,False
2,175,1,0,0.0,1,0,False,False,True,False,False
2,170,2,24,0.38,1,0,False,True,False,False,False
2,275,3,3,0.05,1,0,False,True,False,False,False
1,30,3,2,0.03,1,0,False,True,False,False,False
2,150,1,19,0.28,1,0,False,True,False,False,False
2,140,3,2,0.07,1,0,False,False,True,False,False
2,240,4,0,0.0,1,0,False,False,True,False,False
2,99,2,57,0.89,1,42,False,False,False,True,False
2,195,3,3,0.21,1,0,False,False,True,False,False
1,89,2,10,0.32,2,0,False,False,True,False,False
1,65,3,87,1.37,2,305,False,True,False,False,False
2,156,1,0,0.0,1,0,False,False,True,False,False
1,120,1,0,0.0,1,0,False,False,True,False,False
2,210,3,7,0.1,2,343,False,True,False,False,False
1,55,3,70,1.11,2,285,False,True,False,False,False
